id,fish_name,betta_tail_type,number_of_colours,fish_length,origin,scale_cleanliness,fin_condition,competition_status
2620,Wyatan,Halfmoon,2,3.99,Thailand,31.03,Excellent,Win
2621,Audrey,Spade,2,4.38,Thailand,46.82,Excellent,Win
2622,Verge,Crown,2,4.01,India,28.59,Excellent,Lose
2623,Lia,Crown,4,4.56,Thailand,68.33,Excellent,Win
2624,Harri,Crown,3,4.17,Indonesia,19.83,Poor,Lose
2625,Brana,Plakat,4,3.98,Indonesia,5.39,Poor,Lose
2626,Philbert,Plakat,1,7.03,India,25.38,Untidy,Lose
2627,Meryl,Crown,2,3.79,India,28.73,Untidy,Lose
2628,Patsy,Crown,2,4.5,India,81.79,Excellent,Lose
2629,Celeste,Spade,4,4.67,Thailand,91.33,Good,Win
2630,Orazio,Plakat,2,6.33,India,3.35,Poor,Lose
2631,Tarah,Rose,1,6.36,Vietnam,28.76,Excellent,Win
2632,Jedediah,Rose,1,5.45,Thailand,54.04,Untidy,Win
2633,Faye,Spade,2,3.79,India,10.85,Good,Lose
2634,Taryn,Plakat,1,4.71,Indonesia,43.67,Untidy,Lose
2635,Jodi,Rose,1,5.57,India,50.5,Excellent,Win
2636,Damon,Rose,3,6.34,India,20.91,Poor,Lose
2637,Frieda,Crown,4,5.38,Thailand,62.2,Good,Lose
2638,Larina,Rose,4,4.15,India,11.53,Untidy,Lose
2639,Cristabel,Plakat,3,5.95,Thailand,84.1,Excellent,Win
2640,Drew,Rose,4,4.92,India,69.55,Good,Win
2641,Glyn,Spade,2,4.05,Thailand,42.17,Untidy,Win
2642,Paolo,Rose,4,6.82,India,20.23,Untidy,Lose
2643,Terrell,Rose,2,6.88,Thailand,2.18,Untidy,Lose
2644,Andi,Spade,3,6.59,Indonesia,19.4,Untidy,Lose
2645,Borg,Plakat,5,5.9,Thailand,88.96,Excellent,Win
2646,Bunnie,Spade,3,4.06,Indonesia,8.7,Untidy,Lose
2647,Web,Plakat,3,5.79,Vietnam,77.22,Excellent,Win
2648,Ariela,Plakat,4,5.13,India,74.04,Excellent,Win
2649,Elaine,Crown,5,6.91,India,15.85,Good,Lose
2650,Philomena,Spade,3,4.88,Indonesia,46.21,Excellent,Win
2651,Anstice,Crown,2,6.46,Thailand,66.24,Good,Win
2652,Dorene,Rose,2,6.31,Thailand,74.98,Excellent,Lose
2653,Alfredo,Spade,5,5.84,Vietnam,92.89,Excellent,Win
2654,Trudi,Crown,1,4.56,Indonesia,8.4,Untidy,Lose
2655,Kendre,Plakat,5,5.63,Vietnam,64.53,Poor,Win
2656,Berrie,Spade,1,4.84,Thailand,61.97,Good,Win
2657,Emlynn,Crown,1,6.44,India,18.78,Poor,Lose
2658,Zane,Rose,1,6.24,Thailand,62.26,Good,Win
2659,Pamelina,Spade,2,7.04,Indonesia,14.52,Poor,Lose
2660,Harcourt,Halfmoon,5,6.88,Indonesia,20.41,Poor,Lose
2661,Jackson,Halfmoon,3,4.23,Indonesia,27.77,Untidy,Lose
2662,Leone,Rose,5,5.03,Thailand,39.24,Good,Win
2663,Peder,Rose,3,4.6,India,98.67,Excellent,Win
2664,Portie,Spade,5,6.7,Thailand,57.67,Poor,Win
2665,Oran,Spade,5,6.25,Vietnam,84.03,Excellent,Win
2666,Aleda,Halfmoon,2,5.02,India,89.11,Excellent,Win
2667,Jenni,Rose,2,5.79,Vietnam,87.15,Good,Win
2668,Shaylynn,Rose,1,5.13,Indonesia,61.8,Good,Win
2669,Haydon,Halfmoon,4,4.34,Vietnam,48.55,Good,Win
2670,Jock,Spade,4,4.41,Thailand,57.79,Excellent,Win
2671,Viva,Spade,4,4.32,India,3.7,Poor,Lose
2672,Giff,Crown,2,4.1,Vietnam,53.82,Untidy,Lose
2673,Ludovika,Rose,2,5.52,Thailand,54.81,Good,Win
2674,Ros,Rose,1,6.41,Thailand,6.83,Untidy,Lose
2675,Babbie,Rose,2,4.19,Thailand,47.48,Good,Lose
2676,Berti,Plakat,1,3.95,Thailand,34.99,Good,Lose
2677,Adda,Crown,3,4.36,India,7.86,Untidy,Lose
2678,Lynelle,Crown,2,3.84,Vietnam,41.21,Good,Win
2679,Ben,Plakat,2,4.39,Thailand,46.23,Excellent,Win
2680,Lucine,Halfmoon,3,4.91,Vietnam,56.05,Good,Win
2681,Bat,Halfmoon,4,4.53,Vietnam,94.19,Excellent,Win
2682,Man,Spade,2,3.52,Thailand,12.67,Poor,Lose
2683,Jordain,Halfmoon,3,4.97,India,48.44,Excellent,Win
2684,Dannie,Halfmoon,3,6.39,Thailand,42.38,Untidy,Win
2685,Iris,Halfmoon,3,6.46,Vietnam,61.68,Good,Win
2686,Nolly,Spade,4,4.75,India,6.09,Poor,Lose
2687,Agnesse,Rose,2,5.03,Vietnam,32.46,Good,Win
2688,Libbi,Crown,2,5.54,Vietnam,83.14,Excellent,Win
2689,Yul,Plakat,3,6.42,Indonesia,24.94,Poor,Lose
2690,Valida,Rose,1,5.62,Vietnam,89.66,Good,Win
2691,Juliet,Halfmoon,3,6.64,India,15.51,Untidy,Lose
2692,Lem,Halfmoon,5,6.03,Thailand,79.93,Excellent,Win
2693,Ingaborg,Halfmoon,3,4.54,Thailand,57.53,Poor,Win
2694,Tedda,Crown,1,4.25,Thailand,56.56,Excellent,Win
2695,Woodie,Spade,3,4.51,Thailand,85.96,Excellent,Win
2696,Dulci,Crown,2,3.83,Indonesia,31.36,Poor,Lose
2697,Ad,Rose,5,6.59,Thailand,81.38,Excellent,Win
2698,Louise,Rose,3,6.53,Thailand,72.33,Poor,Win
2699,Bibbie,Crown,3,4.43,Indonesia,30.75,Untidy,Lose
2700,Lenci,Spade,5,6.52,Vietnam,64.89,Good,Win
2701,Maggie,Spade,2,3.52,Indonesia,44.74,Untidy,Lose
2702,Jasun,Plakat,4,5.39,Thailand,59.14,Good,Win
2703,Burke,Crown,5,3.91,India,26.59,Poor,Lose
2704,Fabe,Rose,5,4.99,Vietnam,78.33,Poor,Win
2705,Alphard,Halfmoon,1,5.73,Thailand,82.9,Excellent,Win
2706,Ange,Crown,4,6.17,India,67.23,Excellent,Win
2707,Claiborn,Crown,3,4.58,Thailand,81.51,Good,Win
2708,Flint,Spade,3,6.76,Indonesia,12.69,Good,Win
2709,Dedie,Plakat,1,6.41,India,90.44,Untidy,Lose
2710,Cyndie,Rose,3,5.92,Thailand,81.43,Excellent,Win
2711,Isidore,Crown,4,4.17,Thailand,38.93,Excellent,Win
2712,Asa,Plakat,1,5.11,Thailand,71.59,Excellent,Win
2713,Corbett,Halfmoon,2,3.82,Indonesia,34.31,Untidy,Lose
2714,Kalila,Plakat,4,6.57,Vietnam,66.16,Good,Win
2715,Dorolice,Crown,5,6.69,Thailand,82.72,Poor,Win
2716,Marylee,Rose,1,4.63,India,57.38,Poor,Lose
2717,Bernarr,Rose,1,6.52,Vietnam,13.92,Poor,Win
2718,Berton,Crown,4,6.2,Indonesia,15.28,Poor,Lose
2719,Lyell,Halfmoon,2,4.32,Vietnam,8.83,Poor,Lose
2720,Berri,Crown,3,6.87,India,45.23,Untidy,Lose
2721,Lorain,Rose,1,4.83,Thailand,39.7,Good,Win
2722,Lonnard,Halfmoon,1,6.83,India,5.34,Good,Lose
2723,Cord,Spade,1,6.63,Indonesia,0.52,Untidy,Lose
2724,Isabeau,Crown,3,4.8,Vietnam,88.31,Good,Lose
2725,Hannah,Halfmoon,3,6.57,India,10.39,Poor,Lose
2726,Carce,Plakat,4,5.37,Vietnam,88.15,Good,Win
2727,Tansy,Plakat,2,6.33,Indonesia,8.11,Excellent,Lose
2728,Tobias,Halfmoon,4,4.72,Vietnam,82.94,Good,Win
2729,Jarrad,Rose,5,6.4,Indonesia,28.82,Poor,Lose
2730,Merci,Halfmoon,3,5.56,Thailand,50.96,Good,Win
2731,Shellysheldon,Crown,2,3.87,Thailand,55.53,Excellent,Lose
2732,Charmine,Spade,4,6.37,India,63.22,Excellent,Win
2733,Edin,Halfmoon,1,6.53,Thailand,54.84,Good,Win
2734,Royal,Plakat,4,4.62,India,73.28,Poor,Win
2735,Ernestine,Crown,3,5.38,Thailand,82.49,Good,Win
2736,Raychel,Plakat,3,5.77,Vietnam,84.72,Good,Win
2737,Rhona,Spade,5,5.6,Vietnam,70.93,Excellent,Win
2738,Gusti,Crown,2,6.51,Thailand,62.52,Excellent,Win
2739,Melonie,Rose,2,5.3,Thailand,62.17,Good,Win
2740,Latrina,Plakat,1,7.06,India,2.79,Untidy,Lose
2741,Amelina,Rose,1,3.54,India,31.92,Poor,Lose
2742,Nicolina,Rose,2,6.75,Thailand,64.95,Good,Win
2743,Nicola,Spade,1,6.63,Thailand,80.45,Excellent,Win
2744,Dillon,Rose,3,4.0,Indonesia,12.14,Untidy,Lose
2745,Aleen,Crown,3,3.88,India,5.43,Untidy,Lose
2746,Allina,Rose,2,4.56,Thailand,57.98,Good,Win
2747,Lory,Spade,4,6.57,Indonesia,17.32,Poor,Lose
2748,Pavla,Halfmoon,1,6.2,Thailand,62.55,Excellent,Win
2749,Page,Spade,2,4.63,India,97.72,Untidy,Win
2750,Mord,Rose,3,4.1,Vietnam,43.55,Excellent,Win
2751,Sanford,Spade,1,6.56,Indonesia,7.6,Poor,Lose
2752,Ebony,Crown,3,4.79,Thailand,32.44,Excellent,Win
2753,Susanna,Halfmoon,1,4.84,Indonesia,20.71,Untidy,Lose
2754,Lisabeth,Crown,1,4.43,Indonesia,44.21,Untidy,Lose
2755,Izak,Plakat,3,4.72,Thailand,52.9,Excellent,Win
2756,Myrwyn,Plakat,2,6.27,Thailand,85.67,Good,Win
2757,Fonsie,Spade,1,4.63,India,94.01,Good,Win
2758,Annissa,Rose,5,3.62,India,23.49,Untidy,Lose
2759,Fred,Rose,4,6.4,Vietnam,84.44,Excellent,Win
2760,Sella,Crown,2,3.78,Indonesia,46.78,Untidy,Lose
2761,Craggy,Plakat,4,6.85,Indonesia,5.27,Good,Win
2762,Muriel,Halfmoon,1,4.14,India,18.85,Poor,Lose
2763,Charlena,Halfmoon,3,7.05,Thailand,1.8,Untidy,Lose
2764,Babb,Spade,5,4.93,Thailand,73.26,Good,Win
2765,Gibb,Plakat,1,5.95,India,99.06,Excellent,Win
2766,Antonin,Halfmoon,5,6.49,Vietnam,68.64,Good,Win
2767,Shelba,Crown,1,4.79,Indonesia,11.11,Poor,Lose
2768,Rikki,Spade,1,5.6,India,69.76,Excellent,Win
2769,Slade,Plakat,1,5.18,Vietnam,92.62,Good,Win
2770,Willetta,Spade,5,6.63,India,5.96,Poor,Lose
2771,Asia,Rose,4,4.57,Thailand,96.47,Good,Win
2772,Hermine,Crown,2,6.62,Vietnam,21.61,Excellent,Lose
2773,Salmon,Spade,4,5.76,India,52.26,Good,Win
2774,Burr,Spade,2,4.4,Thailand,41.27,Excellent,Win
2775,Birgit,Plakat,3,4.18,Vietnam,42.83,Good,Win
2776,Julio,Halfmoon,5,3.76,Thailand,41.87,Poor,Lose
2777,Rollin,Crown,2,4.18,India,7.96,Untidy,Lose
2778,Lonee,Spade,4,6.89,Indonesia,27.29,Poor,Lose
2779,Annabel,Crown,3,6.47,Vietnam,29.23,Poor,Lose
2780,Aurora,Rose,2,5.83,Vietnam,70.68,Good,Win
2781,Martha,Crown,4,5.15,Indonesia,67.17,Excellent,Win
2782,Stu,Spade,5,6.48,India,41.58,Untidy,Lose
2783,Cassie,Spade,3,4.07,India,54.61,Good,Lose
2784,Ewell,Spade,3,4.51,Indonesia,61.06,Untidy,Win
2785,Bibbie,Halfmoon,4,5.76,Thailand,74.6,Untidy,Win
2786,Zechariah,Crown,2,4.98,Indonesia,34.88,Excellent,Lose
2787,Roze,Halfmoon,1,5.41,Indonesia,80.38,Untidy,Win
2788,Nannette,Halfmoon,2,4.64,Thailand,89.54,Good,Win
2789,Jonah,Plakat,1,6.6,Thailand,66.69,Excellent,Win
2790,Druci,Rose,5,4.52,Thailand,79.36,Excellent,Win
2791,Thain,Spade,2,4.03,India,16.85,Poor,Lose
2792,Charlene,Halfmoon,4,5.49,Thailand,89.15,Good,Win
2793,Bell,Crown,5,6.43,Indonesia,2.05,Poor,Lose
2794,Rina,Spade,3,3.7,Thailand,24.26,Poor,Lose
2795,Somerset,Spade,1,6.9,Indonesia,9.91,Poor,Win
2796,Idell,Rose,3,6.58,India,5.99,Untidy,Lose
2797,Athena,Plakat,3,5.09,India,52.52,Good,Win
2798,Sam,Rose,3,5.43,Thailand,92.28,Excellent,Win
2799,Suzy,Spade,2,4.97,Vietnam,56.83,Good,Win
2800,Carla,Rose,2,6.23,Vietnam,51.27,Excellent,Win
2801,Janelle,Plakat,5,6.22,Thailand,70.52,Poor,Win
2802,Morissa,Halfmoon,5,5.95,Indonesia,79.69,Good,Win
2803,Karlens,Crown,3,3.51,India,45.65,Excellent,Lose
2804,Blanch,Halfmoon,5,5.6,Indonesia,49.0,Untidy,Win
2805,Clio,Plakat,2,4.43,Thailand,59.19,Good,Win
2806,Violette,Rose,2,4.92,Thailand,46.36,Excellent,Win
2807,Paulie,Halfmoon,1,6.15,Indonesia,65.62,Untidy,Lose
2808,Fayina,Crown,2,3.98,India,15.19,Poor,Lose
2809,Gerianne,Crown,1,4.85,Indonesia,36.48,Untidy,Lose
2810,Clara,Rose,4,6.66,Indonesia,81.17,Excellent,Win
2811,Pietrek,Spade,2,3.52,Vietnam,92.32,Good,Win
2812,Wilone,Spade,5,6.91,India,11.03,Untidy,Lose
2813,Ilaire,Rose,4,4.69,Thailand,1.93,Poor,Lose
2814,Martha,Crown,2,5.75,Thailand,59.25,Excellent,Win
2815,Bartholomeo,Crown,4,4.58,Thailand,81.29,Good,Win
2816,Malia,Halfmoon,3,4.55,Vietnam,47.79,Good,Win
2817,Merrili,Halfmoon,5,5.57,Vietnam,73.51,Poor,Win
2818,Pierson,Plakat,3,4.59,Thailand,44.27,Untidy,Win
2819,Reiko,Plakat,4,6.37,India,24.02,Excellent,Lose
2820,Gale,Plakat,1,5.58,Thailand,96.72,Excellent,Win
2821,Ernestus,Halfmoon,1,4.76,Indonesia,6.8,Untidy,Lose
2822,Deerdre,Halfmoon,5,4.16,Thailand,47.24,Excellent,Win
2823,Kirsti,Halfmoon,4,5.95,Vietnam,52.02,Excellent,Win
2824,Giuseppe,Spade,1,5.14,Thailand,71.23,Excellent,Win
2825,Connie,Rose,3,6.85,Indonesia,14.39,Untidy,Lose
2826,La verne,Halfmoon,3,4.73,Indonesia,11.13,Poor,Lose
2827,Silas,Spade,1,6.92,Indonesia,21.26,Poor,Lose
2828,Jabez,Halfmoon,3,5.72,India,63.59,Excellent,Win
2829,Kip,Rose,4,5.49,Vietnam,83.71,Excellent,Win
2830,Boris,Plakat,3,5.75,Thailand,69.19,Excellent,Win
2831,Drugi,Crown,4,4.03,India,2.9,Poor,Lose
2832,Salomone,Rose,3,3.79,India,55.96,Untidy,Lose
2833,Tory,Halfmoon,5,5.55,India,78.85,Excellent,Win
2834,Buffy,Spade,4,6.4,Vietnam,53.38,Good,Win
2835,Amberly,Halfmoon,3,5.9,India,98.65,Good,Win
2836,Ingrid,Plakat,5,5.51,Thailand,73.83,Excellent,Win
2837,Elwyn,Spade,5,6.25,Thailand,74.8,Good,Win
2838,Peter,Spade,1,4.06,India,40.2,Poor,Lose
2839,Melisenda,Plakat,3,3.88,Thailand,14.08,Untidy,Lose
2840,Radcliffe,Spade,5,6.41,India,38.77,Untidy,Lose
2841,Harv,Plakat,1,4.09,Indonesia,6.33,Untidy,Win
2842,Reider,Halfmoon,3,6.97,India,33.84,Untidy,Lose
2843,Christian,Spade,5,4.22,Thailand,30.52,Excellent,Win
2844,Tedd,Halfmoon,2,3.86,Indonesia,58.59,Poor,Lose
2845,Matti,Crown,5,5.44,India,72.08,Excellent,Win
2846,Danna,Plakat,2,4.89,Thailand,35.68,Good,Win
2847,Johnath,Plakat,4,5.73,Vietnam,50.77,Untidy,Win
2848,Dulci,Rose,3,6.45,Indonesia,42.38,Untidy,Lose
2849,Nicoli,Rose,1,5.38,Thailand,96.7,Excellent,Win
2850,Lin,Spade,1,4.8,India,20.71,Untidy,Lose
2851,Hewet,Crown,3,6.58,India,17.06,Untidy,Lose
2852,Clary,Rose,5,4.33,Thailand,43.72,Excellent,Win
2853,Obie,Plakat,1,4.76,Vietnam,80.7,Poor,Lose
2854,Bobine,Halfmoon,1,4.53,Thailand,42.04,Excellent,Win
2855,Robers,Halfmoon,1,4.86,Indonesia,21.8,Excellent,Win
2856,Cello,Plakat,1,3.8,Indonesia,56.64,Untidy,Lose
2857,Corine,Spade,5,6.44,Thailand,69.56,Good,Win
2858,Cherie,Spade,5,6.32,Thailand,97.38,Good,Win
2859,Lurette,Halfmoon,2,4.75,Thailand,92.56,Good,Win
2860,Adham,Spade,5,6.16,Vietnam,65.42,Good,Win
2861,Andreana,Spade,3,4.4,Indonesia,2.38,Poor,Lose
2862,Maire,Rose,4,4.56,India,27.84,Poor,Lose
2863,Vevay,Halfmoon,4,5.04,Thailand,67.33,Excellent,Win
2864,Bellina,Halfmoon,3,4.14,India,21.68,Poor,Lose
2865,Nevile,Rose,1,4.22,India,22.62,Untidy,Lose
2866,Caprice,Crown,5,4.53,Thailand,54.18,Excellent,Win
2867,Morganne,Rose,3,6.47,India,75.93,Good,Win
2868,Ruthy,Spade,2,3.71,India,43.05,Poor,Lose
2869,Conney,Spade,1,5.19,Vietnam,92.81,Poor,Win
2870,Laurie,Crown,3,4.5,Thailand,53.22,Excellent,Win
2871,Lynnett,Halfmoon,5,5.99,Thailand,42.98,Poor,Lose
2872,Alicea,Rose,4,6.3,Vietnam,64.21,Good,Win
2873,Thelma,Plakat,3,4.64,Thailand,30.45,Excellent,Win
2874,Cathryn,Halfmoon,1,4.34,India,7.3,Untidy,Lose
2875,Gabbie,Plakat,2,5.01,Vietnam,44.67,Good,Win
2876,Zarah,Plakat,3,6.21,Indonesia,23.31,Poor,Lose
2877,Neils,Halfmoon,1,6.24,Thailand,57.14,Good,Win
2878,Farlie,Rose,3,6.42,Indonesia,87.95,Good,Win
2879,Philip,Crown,2,6.39,Indonesia,14.44,Untidy,Lose
2880,Danika,Rose,2,4.4,India,23.62,Untidy,Lose
2881,Timi,Halfmoon,2,5.21,India,77.43,Good,Win
2882,Delinda,Rose,4,6.86,India,40.98,Excellent,Lose
2883,Veronike,Rose,4,6.82,Indonesia,23.58,Untidy,Lose
2884,Amber,Spade,3,4.63,Thailand,58.56,Excellent,Win
2885,Vick,Crown,1,4.86,Indonesia,6.27,Untidy,Lose
2886,Emmit,Plakat,1,4.54,Thailand,39.42,Poor,Win
2887,Bevin,Spade,1,5.28,Thailand,94.17,Poor,Win
2888,Dorry,Rose,3,5.41,Thailand,78.99,Excellent,Win
2889,Addie,Plakat,1,4.66,Indonesia,47.25,Good,Lose
2890,Sada,Spade,5,6.32,Vietnam,48.59,Excellent,Lose
2891,Licha,Spade,3,4.45,Indonesia,7.61,Poor,Lose
2892,Amby,Crown,4,4.09,Thailand,0.49,Poor,Lose
2893,Hally,Crown,2,6.62,Vietnam,77.48,Good,Win
2894,Hortense,Plakat,4,6.5,India,26.59,Poor,Lose
2895,Petey,Halfmoon,4,6.01,Thailand,58.06,Good,Win
2896,Minnnie,Spade,5,6.5,Indonesia,18.05,Untidy,Lose
2897,Menard,Spade,5,6.5,Vietnam,81.09,Excellent,Win
2898,Antoni,Plakat,3,6.41,Thailand,68.8,Untidy,Win
2899,Broddie,Rose,5,5.22,India,16.34,Good,Win
2900,Ardeen,Halfmoon,2,4.56,India,9.19,Untidy,Lose
2901,Cris,Halfmoon,4,6.36,India,49.25,Untidy,Lose
2902,Stacee,Spade,4,4.18,Indonesia,27.13,Poor,Lose
2903,Aime,Halfmoon,2,7.09,Indonesia,5.37,Poor,Lose
2904,Bianca,Halfmoon,5,6.48,India,14.04,Poor,Lose
2905,Guilbert,Plakat,2,5.26,Thailand,70.43,Good,Win
2906,Merry,Spade,3,6.91,Vietnam,71.52,Excellent,Win
2907,Torrence,Crown,4,4.21,India,24.73,Untidy,Lose
2908,Harold,Halfmoon,4,4.83,Thailand,54.17,Excellent,Win
2909,Min,Halfmoon,2,5.15,Thailand,65.44,Untidy,Win
2910,Kirsten,Rose,5,4.72,Thailand,80.12,Good,Lose
2911,Elsey,Crown,2,5.37,Vietnam,50.33,Excellent,Win
2912,Towny,Spade,5,4.07,Vietnam,22.61,Poor,Win
2913,Wileen,Rose,1,5.41,Vietnam,52.72,Good,Win
2914,Dannye,Spade,4,4.75,India,40.46,Untidy,Lose
2915,Wait,Spade,4,6.65,Indonesia,42.15,Poor,Lose
2916,Marshall,Halfmoon,5,6.48,Vietnam,64.51,Good,Win
2917,Shadow,Plakat,3,4.69,Thailand,86.19,Good,Win
2918,Chaim,Spade,3,5.12,Thailand,67.73,Good,Win
2919,Jerrie,Plakat,4,6.22,Indonesia,4.25,Untidy,Lose
2920,Cecil,Halfmoon,2,4.65,India,14.36,Untidy,Lose
2921,Tedi,Plakat,1,3.77,India,36.33,Poor,Lose
2922,Roberta,Halfmoon,4,6.32,Thailand,65.88,Excellent,Win
2923,Gleda,Halfmoon,3,4.8,India,10.83,Untidy,Lose
2924,Janella,Rose,5,4.74,India,78.22,Good,Win
2925,Xaviera,Spade,2,4.32,Indonesia,65.46,Excellent,Lose
2926,Loralyn,Spade,3,6.05,Indonesia,88.74,Excellent,Win
2927,Rowen,Rose,1,5.95,Thailand,74.13,Good,Win
2928,Serge,Crown,4,5.74,Thailand,53.82,Untidy,Lose
2929,Ruggiero,Plakat,2,5.8,Vietnam,83.64,Excellent,Lose
2930,Brendan,Plakat,4,5.88,Indonesia,87.61,Excellent,Win
2931,Raimundo,Spade,5,6.86,Thailand,63.57,Poor,Win
2932,Norene,Plakat,1,3.74,Indonesia,46.97,Untidy,Lose
2933,Midge,Plakat,4,5.03,Thailand,57.9,Good,Win
2934,Mireille,Plakat,1,4.7,Thailand,91.2,Untidy,Lose
2935,Lewes,Crown,5,6.41,Indonesia,61.97,Excellent,Lose
2936,Ailsun,Plakat,2,6.13,Vietnam,90.58,Excellent,Win
2937,Lydia,Spade,3,5.04,Thailand,74.88,Excellent,Win
2938,Marnie,Plakat,2,3.69,India,15.48,Untidy,Lose
2939,Nikolos,Halfmoon,4,5.07,Thailand,67.05,Good,Win
2940,Michaella,Spade,4,5.36,Vietnam,69.35,Excellent,Win
2941,Arabelle,Halfmoon,5,5.09,Thailand,43.79,Excellent,Win
2942,Harper,Halfmoon,4,4.64,India,17.04,Poor,Lose
2943,Giorgio,Spade,2,4.02,Thailand,37.1,Excellent,Win
2944,Jessalin,Rose,1,6.55,Vietnam,82.56,Excellent,Win
2945,Katina,Spade,1,4.53,India,8.59,Untidy,Win
2946,Connie,Plakat,1,3.98,India,14.85,Good,Lose
2947,Kermie,Rose,4,4.0,Thailand,69.79,Untidy,Win
2948,Robinett,Crown,3,6.28,Vietnam,94.56,Good,Win
2949,Ferrell,Rose,2,6.45,Vietnam,17.27,Poor,Lose
2950,Dud,Crown,3,5.35,Vietnam,75.83,Untidy,Win
2951,Maggee,Crown,3,6.7,Indonesia,27.74,Poor,Lose
2952,Cammi,Halfmoon,5,4.05,Indonesia,37.62,Untidy,Lose
2953,Celinda,Plakat,3,4.25,Vietnam,50.6,Excellent,Win
2954,Kitty,Spade,3,4.05,India,27.28,Poor,Lose
2955,Konstantine,Rose,4,6.0,Thailand,60.85,Excellent,Win
2956,Ricki,Crown,2,6.53,Thailand,76.8,Excellent,Win
2957,Lanie,Halfmoon,2,4.54,Thailand,88.55,Good,Win
2958,Atlante,Crown,3,3.87,Indonesia,22.72,Untidy,Lose
2959,Jaime,Spade,1,4.68,Thailand,35.75,Good,Win
2960,Marcille,Plakat,2,4.65,India,5.82,Untidy,Lose
2961,Butch,Plakat,1,3.7,India,27.36,Untidy,Lose
2962,Chrisse,Spade,5,5.26,Thailand,61.65,Good,Win
2963,Wallache,Rose,4,6.28,Indonesia,22.93,Poor,Lose
2964,Montague,Crown,5,7.05,India,22.09,Untidy,Lose
2965,Dell,Plakat,5,5.58,Indonesia,66.28,Good,Win
2966,Francisca,Crown,2,5.27,Thailand,80.85,Good,Win
2967,Rahal,Plakat,4,5.39,Indonesia,96.35,Excellent,Win
2968,Allyn,Halfmoon,1,6.95,Indonesia,34.82,Poor,Lose
2969,Dreddy,Crown,1,4.28,Thailand,80.4,Poor,Lose
2970,Babita,Crown,2,6.3,Thailand,34.33,Untidy,Lose
2971,Murvyn,Rose,2,4.86,Thailand,34.09,Excellent,Win
2972,Annabel,Crown,2,4.7,Vietnam,24.61,Untidy,Lose
2973,Brandea,Rose,5,6.06,Vietnam,63.4,Excellent,Win
2974,Idalia,Crown,1,5.24,Indonesia,66.56,Excellent,Win
2975,Bren,Plakat,1,6.48,India,83.55,Excellent,Win
2976,Sigismond,Spade,1,6.43,India,23.99,Poor,Lose
2977,Aloin,Spade,4,5.1,Vietnam,35.63,Untidy,Lose
2978,Emory,Plakat,3,6.22,Thailand,73.39,Good,Win
2979,Husain,Rose,1,4.52,India,2.67,Good,Lose
2980,Vanya,Crown,2,6.43,India,57.63,Good,Win
2981,Flss,Plakat,5,5.48,Thailand,94.24,Excellent,Win
2982,Augustine,Plakat,4,6.54,Thailand,82.27,Good,Win
2983,Stephannie,Rose,3,4.18,Vietnam,19.26,Poor,Lose
2984,Janot,Halfmoon,3,6.31,India,12.56,Poor,Lose
2985,Flin,Crown,1,5.62,Thailand,79.45,Excellent,Win
2986,Valery,Rose,4,5.75,Vietnam,74.41,Excellent,Win
2987,Anny,Plakat,2,6.5,Vietnam,21.98,Poor,Lose
2988,Ollie,Spade,1,6.12,Indonesia,84.23,Good,Win
2989,Ashton,Spade,1,5.51,Vietnam,93.96,Good,Win
2990,Hyacinthie,Plakat,3,6.39,Indonesia,34.13,Untidy,Lose
2991,Estevan,Halfmoon,2,4.95,Vietnam,94.19,Good,Win
2992,Adler,Spade,4,6.97,India,41.47,Poor,Win
2993,Livy,Plakat,3,5.1,Thailand,81.02,Excellent,Win
2994,Fayina,Spade,1,4.06,Thailand,36.34,Good,Win
2995,Sarena,Halfmoon,4,3.75,India,16.45,Poor,Lose
2996,Gerry,Halfmoon,3,5.61,Vietnam,61.7,Good,Win
2997,Teirtza,Crown,1,4.46,India,20.9,Poor,Lose
2998,Erna,Plakat,5,4.36,Thailand,58.75,Excellent,Win
2999,Vinny,Halfmoon,4,6.37,India,10.64,Untidy,Lose
3000,Kalinda,Rose,4,6.32,Indonesia,25.94,Poor,Lose
3001,Karin,Plakat,5,3.92,Vietnam,53.31,Excellent,Win
3002,George,Rose,4,3.64,Indonesia,41.35,Poor,Lose
3003,Lynnet,Spade,3,6.67,Thailand,73.96,Excellent,Lose
3004,Faunie,Rose,2,3.84,India,56.5,Excellent,Win
3005,Leona,Plakat,3,7.03,India,13.44,Poor,Lose
3006,Alexina,Plakat,5,4.73,India,1.04,Poor,Lose
3007,Leigha,Crown,1,6.39,Vietnam,87.42,Excellent,Win
3008,Jessy,Halfmoon,3,4.79,Thailand,88.21,Excellent,Win
3009,Joachim,Plakat,4,4.5,Thailand,50.3,Excellent,Win
3010,Shaylah,Halfmoon,2,4.6,Thailand,65.13,Good,Win
3011,Forrester,Spade,2,6.23,Indonesia,2.58,Excellent,Lose
3012,Anitra,Plakat,4,6.41,Indonesia,26.59,Untidy,Lose
3013,April,Halfmoon,3,6.39,Vietnam,43.32,Excellent,Lose
3014,Melinda,Rose,3,6.42,India,14.19,Poor,Lose
3015,Rene,Halfmoon,5,6.17,Thailand,66.93,Good,Win
3016,Ezekiel,Plakat,1,6.07,Thailand,57.63,Excellent,Win
3017,Zared,Plakat,4,5.4,Thailand,58.85,Good,Win
3018,Gerri,Spade,1,3.83,Thailand,39.02,Good,Win
