id,store_name,average_response_time,successful_transactions,number_of_workday,cancelled_transactions,average_review_score
1982,Schroeder-Schneider,1083 Minute(s),81904,3 Day(s),2704,2.5
1983,Larson Inc,1102 Minute(s),76949,3 Day(s),2588,3.51
1984,Hayes LLC,1028 Minute(s),84528,3 Day(s),1708,2.92
1985,"Powlowski, Hayes and Cummings",261 Minute(s),148802,4 Day(s),1074,3.57
1986,"Lind, Kunde and Gulgowski",1293 Minute(s),69276,6 Day(s),1955,3.92
1987,Reilly and Sons,896 Minute(s),125205,5 Day(s),2278,2.62
1988,Larkin-Quitzon,138 Minute(s),121357,5 Day(s),727,4.36
1989,Marquardt Group,883 Minute(s),47781,3 Day(s),1590,3.33
1990,Schamberger-Leuschke,82 Minute(s),223284,7 Day(s),229,4.76
1991,Kertzmann LLC,776 Minute(s),86237,4 Day(s),2758,3.05
1992,Prosacco and Sons,1313 Minute(s),52414,3 Day(s),1900,2.85
1993,"Kshlerin, Lesch and Reichert",139 Minute(s),163240,7 Day(s),4,4.19
1994,Considine Group,1033 Minute(s),30919,2 Day(s),1801,3.46
1995,"Pollich, Braun and Watsica",259 Minute(s),139658,5 Day(s),1430,4.52
1996,Walter-Williamson,694 Minute(s),57745,4 Day(s),2193,3.78
1997,Runolfsdottir-Harvey,7 Minute(s),109754,6 Day(s),218,4.71
1998,Sawayn-Lynch,534 Minute(s),189198,5 Day(s),1374,4.34
1999,O'Kon-Haag,648 Minute(s),76271,3 Day(s),2394,3.59
2000,Gusikowski-Dickinson,110 Minute(s),104996,5 Day(s),59,3.74
2001,Robel-O'Reilly,489 Minute(s),154625,7 Day(s),1174,4.28
2002,"Kuphal, Feest and Glover",1396 Minute(s),59694,3 Day(s),1815,3.36
2003,Adams-Wehner,1414 Minute(s),33702,3 Day(s),1952,3.3
2004,Hermann-Fahey,450 Minute(s),169857,5 Day(s),1313,3.98
2005,"Olson, Kling and Hyatt",1221 Minute(s),89589,4 Day(s),1979,3.31
2006,Purdy-Carter,561 Minute(s),215308,6 Day(s),1368,3.86
2007,"Schowalter, Bosco and MacGyver",5 Minute(s),205403,6 Day(s),470,4.42
2008,Wilkinson-Schroeder,672 Minute(s),35989,4 Day(s),2515,3.78
2009,Stark Group,511 Minute(s),193823,3 Day(s),1000,4.23
2010,Schowalter Inc,945 Minute(s),96183,5 Day(s),1986,3.2
2011,Gottlieb-Davis,309 Minute(s),101044,4 Day(s),1015,4.56
2012,"Pouros, Terry and Oberbrunner",103 Minute(s),115707,4 Day(s),90,4.85
2013,Lehner-Homenick,1402 Minute(s),64838,6 Day(s),1892,4.1
2014,Boehm Group,1354 Minute(s),64412,4 Day(s),1756,3.13
2015,"Mitchell, Corwin and Powlowski",929 Minute(s),56895,5 Day(s),1781,3.73
2016,Fisher-Smith,67 Minute(s),216393,4 Day(s),494,4.15
2017,Bernhard Inc,120 Minute(s),71597,7 Day(s),877,3.28
2018,"Murphy, Mann and Shields",157 Minute(s),117532,7 Day(s),510,4.47
2019,"Trantow, Goodwin and Reilly",138 Minute(s),139376,3 Day(s),1470,4.33
2020,Boyer Group,765 Minute(s),67460,6 Day(s),2043,3.96
2021,Mitchell LLC,330 Minute(s),85111,4 Day(s),334,4.63
2022,Kertzmann LLC,154 Minute(s),115366,7 Day(s),132,4.91
2023,Balistreri-Lindgren,405 Minute(s),70207,4 Day(s),1360,4.56
2024,Olson-Jenkins,179 Minute(s),174845,3 Day(s),1230,4.34
2025,Champlin Inc,86 Minute(s),77097,5 Day(s),335,4.72
2026,Langworth LLC,167 Minute(s),288069,6 Day(s),384,3.62
2027,Smitham-Thiel,97 Minute(s),128362,6 Day(s),412,4.69
2028,Barrows Group,68 Minute(s),255216,7 Day(s),211,4.99
2029,Lubowitz LLC,172 Minute(s),117202,5 Day(s),284,3.94
2030,Bogan-Wilderman,1225 Minute(s),94554,3 Day(s),1612,3.73
2031,"Leffler, Kuhic and Murphy",196 Minute(s),183411,5 Day(s),1113,3.96
2032,Block-Lemke,227 Minute(s),175995,5 Day(s),1187,4.38
2033,Jenkins and Sons,1047 Minute(s),108234,3 Day(s),2033,3.77
2034,Cassin-Murray,859 Minute(s),54098,3 Day(s),1925,4.17
2035,"Hand, Hamill and Will",1248 Minute(s),58386,2 Day(s),2145,4.19
2036,Marquardt-Mohr,478 Minute(s),161749,6 Day(s),979,3.51
2037,Ryan Inc,172 Minute(s),208061,7 Day(s),401,3.67
2038,Christiansen-Baumbach,1399 Minute(s),67641,5 Day(s),1760,3.05
2039,Gutmann-Walker,8 Minute(s),93416,5 Day(s),556,3.6
2040,Jacobs-Gislason,437 Minute(s),157137,4 Day(s),1441,4.01
2041,Mitchell and Sons,83 Minute(s),247176,7 Day(s),597,4.99
2042,"Zieme, Feil and Morar",39 Minute(s),211384,5 Day(s),368,4.99
2043,Armstrong-Kuhn,59 Minute(s),99069,5 Day(s),227,3.56
2044,"Stiedemann, Kuvalis and Hammes",133 Minute(s),135456,3 Day(s),1243,4.22
2045,Legros and Sons,570 Minute(s),92057,4 Day(s),2154,3.96
2046,"Reilly, Steuber and Towne",825 Minute(s),128336,4 Day(s),2298,2.5
2047,"Walter, Funk and Schmeler",337 Minute(s),177503,5 Day(s),1183,3.73
2048,"Christiansen, Hansen and Keebler",1387 Minute(s),85969,3 Day(s),1979,3.35
2049,"Abshire, Pfeffer and Lowe",446 Minute(s),105390,5 Day(s),1403,3.64
2050,"Schamberger, Williamson and Blick",412 Minute(s),182069,7 Day(s),1241,4.11
2051,"Beatty, Collins and Bergstrom",629 Minute(s),74301,3 Day(s),1767,2.73
2052,"Dach, Hintz and Feil",766 Minute(s),90513,2 Day(s),2634,2.83
2053,Mills Group,840 Minute(s),113963,5 Day(s),2700,2.53
2054,Bruen-Price,390 Minute(s),193890,6 Day(s),1377,3.86
2055,"Waelchi, Cremin and Mueller",211 Minute(s),133758,5 Day(s),997,3.72
2056,Heathcote-Stokes,382 Minute(s),79451,6 Day(s),438,4.09
2057,Bogisich-Abbott,443 Minute(s),167596,7 Day(s),1324,3.65
2058,Little-Fahey,427 Minute(s),146294,6 Day(s),1482,4.57
2059,Sipes LLC,143 Minute(s),222780,7 Day(s),676,4.12
2060,"Zboncak, Cummerata and Kub",426 Minute(s),208533,5 Day(s),1552,3.6
2061,Hagenes-Kshlerin,944 Minute(s),127730,4 Day(s),2252,2.3
2062,"Kreiger, Nicolas and Baumbach",826 Minute(s),78135,5 Day(s),1516,3.2
2063,Collier Group,177 Minute(s),110285,6 Day(s),375,4.51
2064,Sauer-Davis,823 Minute(s),48438,2 Day(s),1867,3.72
2065,Stiedemann-Klein,978 Minute(s),39473,5 Day(s),1672,3.31
2066,Little Inc,264 Minute(s),137250,4 Day(s),1410,3.57
2067,Skiles-McDermott,997 Minute(s),120896,4 Day(s),1901,4.27
2068,Weimann-Connelly,1056 Minute(s),98234,4 Day(s),1660,4.14
2069,Harber LLC,203 Minute(s),219786,4 Day(s),1032,3.96
2070,"Hoeger, Ortiz and Bernhard",164 Minute(s),212456,4 Day(s),1324,3.64
2071,"Stamm, Hilll and Bahringer",603 Minute(s),30894,5 Day(s),2075,2.92
2072,Renner Group,996 Minute(s),44389,5 Day(s),1683,3.16
2073,"Purdy, Breitenberg and Grady",202 Minute(s),169663,5 Day(s),1169,4.01
2074,Cronin-Heaney,181 Minute(s),110780,6 Day(s),17,4.28
2075,"Ryan, Stokes and Jenkins",444 Minute(s),203242,7 Day(s),1219,3.84
2076,"Labadie, Little and Dicki",225 Minute(s),112141,7 Day(s),519,3.86
2077,"Tromp, Kessler and Halvorson",473 Minute(s),177534,7 Day(s),41,3.46
2078,Watsica-Grimes,29 Minute(s),117715,7 Day(s),795,4.94
2079,"Hayes, Abshire and O'Keefe",237 Minute(s),121188,5 Day(s),68,4.5
2080,Swaniawski and Sons,8 Minute(s),238588,6 Day(s),307,4.87
2081,Adams Group,172 Minute(s),208909,7 Day(s),432,4.44
2082,Conn-Runolfsdottir,621 Minute(s),61661,5 Day(s),2239,4.02
2083,Stokes-Pfannerstill,384 Minute(s),144118,4 Day(s),1252,3.39
2084,Denesik-Koepp,61 Minute(s),246886,5 Day(s),629,3.27
2085,Herzog Inc,226 Minute(s),171403,6 Day(s),1234,4.09
2086,Howell Inc,1240 Minute(s),87393,4 Day(s),2457,2.66
2087,Johnson Inc,54 Minute(s),121463,6 Day(s),275,4.4
2088,Ondricka Inc,797 Minute(s),118179,4 Day(s),1735,3.62
2089,Feest LLC,592 Minute(s),62278,3 Day(s),1785,3.55
2090,Mayert LLC,1052 Minute(s),43282,4 Day(s),1833,3.07
2091,Harvey-Schuster,353 Minute(s),217522,4 Day(s),1102,4.15
2092,Christiansen Inc,356 Minute(s),116828,5 Day(s),1220,3.38
2093,Hayes Group,31 Minute(s),220623,7 Day(s),135,4.13
2094,O'Keefe Group,252 Minute(s),196045,7 Day(s),1174,3.2
2095,Crist Group,98 Minute(s),291064,6 Day(s),152,3.69
2096,Ortiz LLC,1042 Minute(s),78147,2 Day(s),2421,2.52
2097,Krajcik-Waelchi,168 Minute(s),173030,4 Day(s),1086,3.68
2098,Schoen LLC,71 Minute(s),289384,5 Day(s),4,3.91
2099,"Ankunding, Nienow and Dach",58 Minute(s),61205,7 Day(s),1312,4.49
2100,Schinner LLC,791 Minute(s),97411,4 Day(s),2681,2.36
2101,"Lehner, Grady and Treutel",119 Minute(s),112079,6 Day(s),668,4.48
2102,"Feil, Kertzmann and Pacocha",264 Minute(s),151910,5 Day(s),1053,4.36
2103,Runte-Bashirian,353 Minute(s),227274,5 Day(s),1039,3.32
2104,Weber-Schamberger,130 Minute(s),119403,4 Day(s),61,3.76
2105,Kuhn-Stehr,16 Minute(s),124045,6 Day(s),227,4.55
2106,Bergstrom-Swaniawski,31 Minute(s),166181,6 Day(s),587,4.4
2107,"Rau, Labadie and Mitchell",44 Minute(s),232572,6 Day(s),265,3.96
2108,"Nikolaus, Moen and McDermott",624 Minute(s),41943,4 Day(s),2164,3.2
2109,Berge-Lubowitz,804 Minute(s),52229,4 Day(s),1864,3.38
2110,Cummerata-Ruecker,1239 Minute(s),102050,5 Day(s),1708,4.11
2111,Bernier and Sons,397 Minute(s),138138,6 Day(s),976,4.28
2112,"Gorczany, Roberts and Lehner",121 Minute(s),171661,6 Day(s),1549,3.72
2113,Rippin LLC,134 Minute(s),276891,6 Day(s),143,4.36
2114,DuBuque-Kerluke,31 Minute(s),61486,6 Day(s),888,4.32
2115,Tremblay-Ledner,536 Minute(s),182596,5 Day(s),1042,4.53
2116,Schroeder LLC,227 Minute(s),120366,6 Day(s),368,4.63
2117,D'Amore-Jones,259 Minute(s),138156,6 Day(s),1064,3.43
2118,VonRueden-Oberbrunner,174 Minute(s),208971,5 Day(s),635,3.22
2119,"Ritchie, Nolan and Stiedemann",288 Minute(s),93672,5 Day(s),816,4.45
2120,Mitchell Inc,1232 Minute(s),30915,3 Day(s),1528,3.12
2121,Hickle Inc,623 Minute(s),111670,3 Day(s),1587,3.63
2122,Macejkovic LLC,1378 Minute(s),129033,3 Day(s),2916,3.47
2123,"Mayer, O'Kon and Beer",640 Minute(s),54667,2 Day(s),1721,3.51
2124,"Tromp, King and Adams",1250 Minute(s),32604,5 Day(s),1898,2.87
2125,Gislason LLC,324 Minute(s),142820,4 Day(s),1180,4.85
2126,Harvey LLC,73 Minute(s),87798,5 Day(s),618,4.53
2127,McLaughlin-Zemlak,628 Minute(s),40548,3 Day(s),1556,2.8
2128,Rolfson Inc,156 Minute(s),106640,6 Day(s),265,4.89
2129,Rolfson-Gislason,176 Minute(s),256863,7 Day(s),309,4.35
2130,Will Inc,408 Minute(s),157060,6 Day(s),1361,3.22
2131,"Gislason, Jakubowski and Frami",186 Minute(s),155763,6 Day(s),1424,4.52
2132,Lubowitz Inc,152 Minute(s),147395,5 Day(s),185,3.28
2133,Jakubowski-Bosco,81 Minute(s),165721,6 Day(s),773,3.78
2134,"Bayer, Kuvalis and O'Hara",227 Minute(s),150065,6 Day(s),1470,3.57
2135,Kling LLC,397 Minute(s),165935,6 Day(s),1391,4.48
2136,VonRueden LLC,1039 Minute(s),44299,4 Day(s),1581,2.84
2137,"Brakus, Fadel and Gaylord",471 Minute(s),178634,4 Day(s),1155,4.22
2138,Boehm-Koelpin,189 Minute(s),204923,4 Day(s),1021,3.32
2139,"Funk, Altenwerth and Frami",942 Minute(s),61211,3 Day(s),2165,3.59
2140,Corwin Inc,568 Minute(s),69921,3 Day(s),2393,2.86
2141,"Green, Mraz and Gusikowski",1151 Minute(s),55082,5 Day(s),1772,3.91
2142,Corkery-Witting,47 Minute(s),129434,7 Day(s),297,3.9
2143,"Sipes, Hessel and Hilll",1187 Minute(s),52007,5 Day(s),1992,2.81
2144,"Graham, Walter and Bruen",345 Minute(s),155869,4 Day(s),1057,3.85
2145,Cormier Inc,1038 Minute(s),60641,2 Day(s),2137,2.87
2146,Effertz Group,1351 Minute(s),59838,5 Day(s),1553,3.4
2147,"Senger, Gaylord and Larson",497 Minute(s),240900,4 Day(s),850,4.45
2148,Hackett-Ankunding,1013 Minute(s),64956,6 Day(s),1781,3.39
2149,"Auer, Runolfsdottir and Macejkovic",295 Minute(s),187559,5 Day(s),1243,3.49
2150,"O'Kon, Schulist and Parisian",58 Minute(s),232019,7 Day(s),11,4.19
2151,Kirlin LLC,59 Minute(s),104704,7 Day(s),615,3.61
2152,"Cremin, Blick and Rice",1080 Minute(s),94531,2 Day(s),2302,3.18
2153,Weimann-Torp,173 Minute(s),280597,7 Day(s),220,3.67
2154,"Watsica, Anderson and Barton",53 Minute(s),73043,6 Day(s),699,4.37
2155,"Koss, Nicolas and Doyle",1178 Minute(s),88411,4 Day(s),1534,3.14
2156,Sawayn and Sons,133 Minute(s),196384,6 Day(s),452,3.68
2157,Tromp Inc,102 Minute(s),229481,7 Day(s),132,4.27
2158,"O'Connell, McClure and Fisher",996 Minute(s),115256,3 Day(s),2169,4.04
2159,Kris-Kris,118 Minute(s),99706,6 Day(s),691,4.43
2160,"Mertz, Volkman and Keebler",1247 Minute(s),99617,5 Day(s),2778,2.94
2161,Willms-Gleichner,178 Minute(s),251904,6 Day(s),594,4.86
2162,Reichert and Sons,200 Minute(s),211141,6 Day(s),294,3.66
2163,Cummings Inc,469 Minute(s),124688,5 Day(s),1348,3.7
2164,Crist Inc,345 Minute(s),200487,5 Day(s),1365,3.28
2165,Mayer Group,350 Minute(s),215718,6 Day(s),1091,3.27
2166,Willms Inc,205 Minute(s),101553,6 Day(s),1469,3.67
2167,Bruen and Sons,971 Minute(s),90852,6 Day(s),1595,3.99
2168,"Johns, Ebert and Leffler",981 Minute(s),39287,4 Day(s),2006,3.02
2169,Lind LLC,1384 Minute(s),94546,3 Day(s),1951,3.06
2170,"Erdman, Murray and Braun",597 Minute(s),47412,2 Day(s),1941,2.95
2171,Reilly and Sons,1269 Minute(s),91505,5 Day(s),1969,2.78
2172,Klocko-Schneider,493 Minute(s),124076,5 Day(s),363,3.83
2173,Weber-Dibbert,479 Minute(s),208479,6 Day(s),1364,4.42
2174,"Pacocha, Kris and Olson",1044 Minute(s),51638,5 Day(s),1552,3.44
2175,Johns-Huels,469 Minute(s),139717,4 Day(s),1519,3.66
2176,"Lebsack, Wolf and Bradtke",294 Minute(s),194550,7 Day(s),763,3.7
2177,Huels-McLaughlin,95 Minute(s),162570,4 Day(s),584,4.0
2178,Wuckert-Osinski,80 Minute(s),127963,5 Day(s),915,4.28
2179,Okuneva Inc,1373 Minute(s),120663,6 Day(s),2191,4.42
2180,"Little, Medhurst and Blick",751 Minute(s),33009,3 Day(s),2051,3.05
2181,Goyette-Shanahan,861 Minute(s),110593,4 Day(s),2481,2.38
2182,Bogisich and Sons,500 Minute(s),160982,6 Day(s),1218,3.91
2183,Dooley-Lockman,906 Minute(s),113730,5 Day(s),2439,2.6
2184,Mosciski-Walsh,251 Minute(s),173857,5 Day(s),1311,4.59
2185,Willms LLC,170 Minute(s),52945,7 Day(s),721,3.39
2186,"Larkin, Schuster and Homenick",241 Minute(s),177052,5 Day(s),738,3.27
2187,Heathcote Group,1052 Minute(s),79314,3 Day(s),1523,2.79
2188,"Bosco, Green and O'Reilly",211 Minute(s),199203,6 Day(s),1158,3.86
2189,Lehner LLC,94 Minute(s),112923,5 Day(s),291,4.45
2190,Funk-Bahringer,80 Minute(s),97799,5 Day(s),395,3.73
2191,Hudson Group,322 Minute(s),194223,5 Day(s),1013,3.6
2192,Nicolas-Bashirian,256 Minute(s),131141,3 Day(s),985,4.35
2193,Heaney LLC,138 Minute(s),283660,5 Day(s),544,3.74
2194,Crooks and Sons,1195 Minute(s),59139,3 Day(s),2130,4.16
2195,"Bashirian, Hills and Predovic",318 Minute(s),172716,5 Day(s),1217,3.76
2196,Runolfsdottir Inc,14 Minute(s),218963,6 Day(s),63,3.73
2197,Reinger Inc,55 Minute(s),287726,7 Day(s),207,4.16
2198,Mertz Inc,658 Minute(s),125793,2 Day(s),2654,3.13
2199,Rohan LLC,18 Minute(s),142059,5 Day(s),677,3.42
2200,Bauch Group,129 Minute(s),215338,5 Day(s),149,4.2
2201,Keeling-Stanton,3 Minute(s),79212,5 Day(s),190,4.2
2202,Powlowski Group,87 Minute(s),177188,7 Day(s),363,3.25
2203,Wiegand and Sons,66 Minute(s),298371,5 Day(s),551,3.64
2204,Borer LLC,1375 Minute(s),90407,3 Day(s),2625,3.58
2205,Mueller-Emmerich,126 Minute(s),227908,7 Day(s),296,3.98
2206,"Kassulke, Tromp and Cruickshank",249 Minute(s),169727,4 Day(s),1470,3.91
2207,"Turcotte, Weimann and Treutel",262 Minute(s),186404,4 Day(s),1095,4.61
2208,"Lehner, Muller and Ryan",179 Minute(s),211514,7 Day(s),569,3.61
2209,Schowalter-Nolan,184 Minute(s),233135,6 Day(s),539,3.27
2210,"Smitham, Kunde and Herman",1405 Minute(s),110593,6 Day(s),1795,4.34
2211,Howe and Sons,519 Minute(s),159114,5 Day(s),1100,4.59
2212,Lang-Feeney,1035 Minute(s),73809,6 Day(s),1560,4.05
2213,Kling-Hane,353 Minute(s),164298,7 Day(s),1290,4.0
2214,D'Amore-O'Reilly,118 Minute(s),96668,7 Day(s),166,4.84
2215,Boyle Inc,716 Minute(s),99493,3 Day(s),1548,4.41
2216,Schroeder-Friesen,396 Minute(s),149612,4 Day(s),1085,3.23
2217,Willms-Harvey,932 Minute(s),65802,3 Day(s),2025,3.75
2218,Tillman Group,184 Minute(s),140732,4 Day(s),1301,4.14
2219,Feil Group,1209 Minute(s),65667,2 Day(s),1798,3.24
2220,Hermiston LLC,2 Minute(s),138911,7 Day(s),326,4.57
2221,Prosacco Group,61 Minute(s),207962,7 Day(s),440,3.28
2222,Padberg-Schamberger,260 Minute(s),217155,3 Day(s),1136,4.66
2223,Lueilwitz Group,733 Minute(s),107600,5 Day(s),2048,4.03
2224,Kirlin-Gleichner,464 Minute(s),77192,5 Day(s),1358,4.33
2225,Mitchell-Yundt,618 Minute(s),125640,4 Day(s),2506,2.89
2226,Marks LLC,397 Minute(s),185894,5 Day(s),1285,3.73
2227,"DuBuque, Pacocha and Hudson",535 Minute(s),156043,7 Day(s),1148,3.37
2228,"Goldner, Gerhold and Harris",329 Minute(s),108182,5 Day(s),1020,3.66
2229,Johnson-DuBuque,1092 Minute(s),125679,3 Day(s),1660,3.95
2230,"Collins, Bahringer and Christiansen",364 Minute(s),244378,7 Day(s),544,4.95
2231,Romaguera LLC,40 Minute(s),236155,5 Day(s),337,4.71
2232,Braun Inc,121 Minute(s),178751,5 Day(s),500,3.48
2233,Heidenreich Group,479 Minute(s),155904,6 Day(s),1215,3.27
2234,"Runolfsdottir, Morar and Hilll",622 Minute(s),127723,4 Day(s),1739,3.46
2235,"Lesch, Schoen and Leuschke",620 Minute(s),48500,2 Day(s),2026,3.84
2236,Fisher-Feeney,1231 Minute(s),108207,3 Day(s),2479,3.32
2237,"Glover, McCullough and Erdman",764 Minute(s),45112,4 Day(s),2004,3.33
2238,Wiza-Leffler,555 Minute(s),198691,5 Day(s),957,3.97
2239,Wolf-McKenzie,278 Minute(s),153919,7 Day(s),1359,4.38
2240,Schiller Group,712 Minute(s),79561,2 Day(s),2481,2.17
2241,Gaylord LLC,79 Minute(s),126272,5 Day(s),528,4.47
2242,Romaguera-Von,1100 Minute(s),86045,4 Day(s),1769,3.84
2243,"Bins, Mayer and Rice",209 Minute(s),126699,5 Day(s),936,3.65
2244,Rippin and Sons,1344 Minute(s),79166,2 Day(s),2292,3.27
2245,Runte-Wyman,439 Minute(s),187282,4 Day(s),1500,3.48
2246,Keeling-Farrell,221 Minute(s),136422,5 Day(s),1248,4.47
2247,"Wyman, Kilback and Murazik",650 Minute(s),43404,4 Day(s),1838,3.04
2248,"Predovic, Steuber and Swaniawski",150 Minute(s),183756,7 Day(s),1101,4.14
2249,Aufderhar LLC,985 Minute(s),71720,3 Day(s),2051,3.38
2250,Hudson-Leuschke,274 Minute(s),157403,6 Day(s),1358,4.08
2251,Lind-Ondricka,132 Minute(s),271875,7 Day(s),56,3.75
2252,Lynch-Corwin,659 Minute(s),59766,4 Day(s),1649,4.28
2253,"Olson, Stoltenberg and Torp",211 Minute(s),91773,5 Day(s),658,3.57
2254,Romaguera-Pollich,459 Minute(s),214295,6 Day(s),1120,4.27
2255,Lynch-Koepp,489 Minute(s),196750,7 Day(s),1213,4.5
2256,Bechtelar-Shanahan,762 Minute(s),96652,2 Day(s),2887,3.1
2257,Lesch-Osinski,179 Minute(s),194384,7 Day(s),139,4.8
2258,Brakus-Hoppe,641 Minute(s),53919,4 Day(s),2423,3.87
2259,Collier-Pollich,375 Minute(s),134606,5 Day(s),1245,4.2
2260,Barrows-Hilpert,1183 Minute(s),41080,3 Day(s),1655,2.98
2261,Jacobson-Christiansen,219 Minute(s),215580,7 Day(s),1249,4.4
2262,"McLaughlin, Medhurst and Wehner",282 Minute(s),154738,6 Day(s),1256,4.53
2263,Pacocha Group,57 Minute(s),74809,5 Day(s),577,3.89
2264,"Parisian, Schamberger and Thiel",566 Minute(s),218444,7 Day(s),1171,3.67
2265,Prohaska and Sons,695 Minute(s),99364,3 Day(s),2519,3.38
2266,Huels LLC,111 Minute(s),188023,5 Day(s),712,4.94
2267,"Kihn, Kertzmann and Emmerich",277 Minute(s),205285,3 Day(s),1408,4.48
2268,Pollich Inc,1294 Minute(s),65924,2 Day(s),1910,3.1
2269,"O'Kon, Davis and Lang",129 Minute(s),86008,6 Day(s),472,4.55
2270,"Gerlach, Nolan and Cummerata",1050 Minute(s),63544,4 Day(s),2173,2.88
2271,"Jast, Kuphal and Donnelly",107 Minute(s),123228,5 Day(s),373,4.78
2272,Sawayn LLC,445 Minute(s),195102,4 Day(s),1206,4.57
2273,Romaguera-Bradtke,344 Minute(s),194740,6 Day(s),1163,4.5
2274,Crist-DuBuque,447 Minute(s),99878,7 Day(s),975,3.31
2275,Lind-Gerlach,8 Minute(s),81906,5 Day(s),42,3.62
2276,Vandervort-Swaniawski,1285 Minute(s),73894,2 Day(s),2315,3.16
2277,Moore-Schaefer,566 Minute(s),49242,3 Day(s),1931,4.04
2278,"Walker, Koelpin and Metz",579 Minute(s),218513,5 Day(s),1273,4.63
2279,Skiles-Hirthe,402 Minute(s),215890,5 Day(s),1148,3.79
2280,Frami-Swaniawski,1309 Minute(s),60095,3 Day(s),1590,3.57
2281,Hickle-Hilll,55 Minute(s),70236,6 Day(s),1236,4.76
2282,Stracke Group,824 Minute(s),33681,3 Day(s),2431,3.66
2283,Wunsch-Schumm,761 Minute(s),53207,4 Day(s),1679,2.95
2284,"Abshire, Reichel and Fritsch",1147 Minute(s),83911,3 Day(s),1524,3.14
2285,Bradtke-Gibson,747 Minute(s),87719,3 Day(s),2873,2.34
2286,"Bruen, Cronin and Purdy",280 Minute(s),188460,6 Day(s),1486,3.35
2287,Ledner-Dach,537 Minute(s),184041,7 Day(s),1316,4.28
2288,"Mante, Goodwin and Harris",557 Minute(s),185984,6 Day(s),901,3.82
2289,"West, Hoppe and Connelly",28 Minute(s),207133,7 Day(s),390,4.55
2290,Mayert and Sons,377 Minute(s),133023,4 Day(s),1034,4.17
2291,"Kilback, Crist and Murazik",953 Minute(s),90593,3 Day(s),1759,3.21
2292,"Ratke, Windler and Stamm",459 Minute(s),60005,5 Day(s),1363,4.15
2293,Stehr-Trantow,722 Minute(s),49679,2 Day(s),2416,3.26
2294,Baumbach and Sons,337 Minute(s),202834,6 Day(s),985,3.86
2295,Lind-Lockman,992 Minute(s),121369,3 Day(s),1848,3.62
2296,"VonRueden, Beier and Wisozk",175 Minute(s),148715,6 Day(s),21,3.38
2297,Grant Inc,1253 Minute(s),44636,3 Day(s),2503,3.62
2298,Weber LLC,132 Minute(s),79506,7 Day(s),283,4.38
2299,"Hickle, Bayer and Hackett",1045 Minute(s),115498,6 Day(s),1715,4.08
2300,Blick-Leuschke,1063 Minute(s),46570,5 Day(s),1598,2.95
2301,"Price, Brekke and Jerde",1124 Minute(s),43515,3 Day(s),2050,3.36
2302,"O'Hara, Conn and Wolf",1349 Minute(s),90993,4 Day(s),2062,3.37
2303,Toy Group,851 Minute(s),64204,5 Day(s),2034,3.12
2304,Upton Inc,410 Minute(s),214753,5 Day(s),1121,4.21
2305,"Schmidt, Schoen and Jast",718 Minute(s),38134,5 Day(s),1597,3.93
2306,Carroll-Braun,293 Minute(s),211471,4 Day(s),1093,3.99
2307,Leffler-McCullough,98 Minute(s),149257,4 Day(s),84,3.25
2308,Thompson-Daugherty,394 Minute(s),134473,6 Day(s),55,4.57
2309,"Runolfsson, Durgan and Lemke",443 Minute(s),86710,5 Day(s),107,4.0
2310,Stamm-Swift,1272 Minute(s),86865,5 Day(s),1541,4.29
2311,Lubowitz-Lind,132 Minute(s),91496,6 Day(s),314,3.87
2312,"Welch, Schowalter and Sawayn",1222 Minute(s),49280,3 Day(s),1659,3.32
2313,Schumm Group,241 Minute(s),176958,4 Day(s),1596,3.71
2314,"O'Hara, Gutmann and Botsford",1000 Minute(s),66963,4 Day(s),1700,2.87
2315,Casper Inc,329 Minute(s),200930,5 Day(s),1260,3.16
2316,"Thompson, Schaefer and Runte",544 Minute(s),197017,7 Day(s),1155,3.98
2317,"Heller, Kshlerin and Zemlak",7 Minute(s),140664,4 Day(s),41,3.26
2318,Fadel and Sons,372 Minute(s),195720,5 Day(s),1175,4.18
2319,Hyatt-Legros,739 Minute(s),94767,2 Day(s),2895,2.8
2320,Hermiston-Erdman,178 Minute(s),59052,6 Day(s),686,4.2
2321,Rowe-Harvey,117 Minute(s),238532,5 Day(s),565,3.84
2322,"Ziemann, Padberg and Kuvalis",1376 Minute(s),99588,4 Day(s),2388,3.08
2323,D'Amore LLC,85 Minute(s),273826,5 Day(s),464,3.92
2324,Feeney LLC,1197 Minute(s),75653,4 Day(s),1996,2.99
2325,Frami Group,1356 Minute(s),125268,5 Day(s),2517,3.0
2326,Wiegand-Littel,326 Minute(s),218353,5 Day(s),1251,4.54
2327,Davis LLC,1228 Minute(s),88245,3 Day(s),2793,3.19
2328,Wiza-Heller,524 Minute(s),209943,6 Day(s),1225,3.69
2329,Rempel Group,1 Minute(s),269817,6 Day(s),368,4.33
2330,"Corwin, Gulgowski and Legros",195 Minute(s),81618,7 Day(s),223,3.74
2331,"Gaylord, Bernier and Bergstrom",175 Minute(s),75470,7 Day(s),385,4.72
2332,Braun-Zemlak,137 Minute(s),97873,7 Day(s),476,4.88
2333,Wintheiser and Sons,241 Minute(s),188304,6 Day(s),1328,3.27
2334,"Bergnaum, Brekke and Streich",792 Minute(s),46433,5 Day(s),1756,3.09
2335,DuBuque LLC,9 Minute(s),192899,5 Day(s),14,3.65
2336,Hagenes-Bartoletti,1288 Minute(s),86065,4 Day(s),1575,3.19
