id,store_name,average_response_time,successful_transactions,number_of_workday,cancelled_transactions,average_review_score
1616,"Pfannerstill, Stracke and Roberts",36 Minute(s),226034,7 Day(s),236,3.86
1617,"Barrows, Abernathy and Stark",167 Minute(s),198888,7 Day(s),698,3.67
1618,"Schoen, Russel and Bednar",932 Minute(s),109812,3 Day(s),2582,3.28
1619,"Romaguera, Flatley and Barrows",614 Minute(s),112177,2 Day(s),2975,2.34
1620,Rolfson Inc,405 Minute(s),170902,5 Day(s),1350,3.85
1621,"Lehner, O'Reilly and Donnelly",394 Minute(s),174878,6 Day(s),1021,3.69
1622,"Olson, Prohaska and Dietrich",323 Minute(s),56436,6 Day(s),283,4.33
1623,Quitzon-O'Conner,152 Minute(s),247157,5 Day(s),54,4.23
1624,Kuhic-Mertz,204 Minute(s),51244,7 Day(s),1096,4.52
1625,"Koelpin, Ankunding and Nolan",938 Minute(s),125821,5 Day(s),2005,3.8
1626,Lind-Gerlach,8 Minute(s),81906,5 Day(s),42,3.62
1627,Goodwin-O'Reilly,107 Minute(s),211991,6 Day(s),638,3.5
1628,"Yundt, Rowe and Bradtke",594 Minute(s),68921,4 Day(s),1786,4.01
1629,"Heathcote, Hettinger and Orn",36 Minute(s),208112,6 Day(s),445,3.96
1630,Smith Inc,403 Minute(s),125562,5 Day(s),1452,3.99
1631,Bashirian-Ankunding,262 Minute(s),201158,5 Day(s),1185,3.97
1632,Bogisich and Sons,500 Minute(s),160982,6 Day(s),1218,3.91
1633,"Kemmer, Herman and Anderson",872 Minute(s),79470,5 Day(s),1911,2.94
1634,Paucek-Maggio,158 Minute(s),206667,6 Day(s),136,4.04
1635,Conn and Sons,608 Minute(s),54846,2 Day(s),2444,3.16
1636,Koelpin LLC,525 Minute(s),144446,4 Day(s),1527,4.38
1637,"Smitham, Gulgowski and Luettgen",464 Minute(s),180163,6 Day(s),1268,4.66
1638,Brown-Langworth,205 Minute(s),78792,7 Day(s),274,4.11
1639,Paucek-Hamill,232 Minute(s),96638,5 Day(s),304,3.99
1640,Bergstrom-Feil,344 Minute(s),224083,6 Day(s),1128,4.05
1641,Kuhn-O'Keefe,504 Minute(s),199438,6 Day(s),1371,4.47
1642,"Schmeler, McDermott and Goldner",17 Minute(s),123017,7 Day(s),417,3.72
1643,Cole-King,148 Minute(s),222534,7 Day(s),700,4.92
1644,Goldner-Grimes,508 Minute(s),208053,6 Day(s),1294,3.2
1645,Bartoletti-Lesch,90 Minute(s),115262,5 Day(s),1378,3.54
1646,Hayes Group,499 Minute(s),210208,7 Day(s),1181,3.94
1647,"Heathcote, Emmerich and Cronin",100 Minute(s),88985,7 Day(s),465,3.85
1648,"Daugherty, Effertz and Pacocha",56 Minute(s),276998,6 Day(s),95,4.2
1649,Breitenberg LLC,77 Minute(s),73674,6 Day(s),89,4.81
1650,Larkin and Sons,99 Minute(s),122654,7 Day(s),304,3.75
1651,Lowe Group,123 Minute(s),292659,7 Day(s),232,3.52
1652,"Hilpert, Tromp and Fadel",878 Minute(s),46217,2 Day(s),2092,3.72
1653,Ryan Inc,172 Minute(s),208061,7 Day(s),401,3.67
1654,Larkin and Sons,1370 Minute(s),39604,4 Day(s),1685,3.03
1655,West Group,373 Minute(s),156014,5 Day(s),1308,4.02
1656,"Cole, Ferry and Prohaska",1341 Minute(s),100788,6 Day(s),1935,3.61
1657,Anderson-Heidenreich,704 Minute(s),115564,4 Day(s),2848,2.25
1658,Shanahan-McDermott,682 Minute(s),90331,2 Day(s),2482,3.4
1659,Waters Group,876 Minute(s),54145,5 Day(s),2065,3.29
1660,Shields Inc,55 Minute(s),222167,4 Day(s),1023,3.28
1661,"Dooley, Fisher and Morissette",1217 Minute(s),76431,6 Day(s),1996,3.9
1662,Schulist Inc,1329 Minute(s),84020,3 Day(s),1987,3.71
1663,Ferry and Sons,66 Minute(s),248849,6 Day(s),569,4.38
1664,Rolfson-Lebsack,995 Minute(s),98556,2 Day(s),2516,2.64
1665,Simonis-Johns,89 Minute(s),82579,5 Day(s),639,3.66
1666,Tromp Group,135 Minute(s),218816,7 Day(s),112,3.59
1667,Abbott Inc,207 Minute(s),172611,5 Day(s),1333,4.66
1668,Funk-DuBuque,416 Minute(s),111163,6 Day(s),1469,3.62
1669,Hackett-Adams,110 Minute(s),246630,7 Day(s),397,3.6
1670,DuBuque LLC,9 Minute(s),192899,5 Day(s),14,3.65
1671,"Herman, Friesen and Little",56 Minute(s),234134,7 Day(s),671,4.09
1672,"Brown, McGlynn and Dibbert",125 Minute(s),114944,5 Day(s),335,4.17
1673,"Stokes, Kirlin and Fisher",45 Minute(s),279091,7 Day(s),687,4.68
1674,Runte-Hyatt,29 Minute(s),143593,5 Day(s),214,3.71
1675,Stark-Osinski,39 Minute(s),128485,7 Day(s),230,4.71
1676,Rosenbaum and Sons,1248 Minute(s),33178,4 Day(s),2521,3.72
1677,"Gutkowski, Hilpert and Bode",1234 Minute(s),41026,4 Day(s),2445,3.46
1678,Ortiz LLC,858 Minute(s),58540,4 Day(s),1876,2.88
1679,"Ferry, Koch and Yundt",258 Minute(s),188215,5 Day(s),1253,3.51
1680,O'Kon Inc,168 Minute(s),139713,3 Day(s),995,4.7
1681,"Bednar, Beier and O'Kon",616 Minute(s),80578,2 Day(s),2802,2.35
1682,"Mante, Sauer and Lockman",29 Minute(s),224500,5 Day(s),763,4.04
1683,Casper Inc,1117 Minute(s),55576,4 Day(s),1832,3.4
1684,Lesch-Osinski,179 Minute(s),194384,7 Day(s),139,4.8
1685,King Group,1171 Minute(s),57832,4 Day(s),2112,3.97
1686,Ruecker-Lind,149 Minute(s),220889,7 Day(s),361,4.54
1687,"Kertzmann, Blick and Luettgen",34 Minute(s),278743,3 Day(s),2591,2.4
1688,Rodriguez-Hayes,678 Minute(s),67091,5 Day(s),2102,2.82
1689,Kihn LLC,110 Minute(s),278720,3 Day(s),31,2.13
1690,Farrell LLC,1186 Minute(s),117853,6 Day(s),1712,3.6
1691,Kiehn-Watsica,97 Minute(s),230114,5 Day(s),22,4.03
1692,"Koss, Homenick and Davis",49 Minute(s),272770,3 Day(s),53,2.99
1693,"Schowalter, Bosco and MacGyver",5 Minute(s),205403,6 Day(s),470,4.42
1694,Hand-Quigley,407 Minute(s),178776,4 Day(s),1025,3.61
1695,"Grady, Brakus and McDermott",241 Minute(s),201760,5 Day(s),673,4.27
1696,Feeney LLC,125 Minute(s),213842,7 Day(s),499,4.0
1697,Ortiz-Collins,1166 Minute(s),65044,4 Day(s),1895,3.65
1698,"Kuhlman, Pouros and Mosciski",221 Minute(s),166626,6 Day(s),1077,4.56
1699,"Lemke, Zulauf and Mraz",844 Minute(s),51878,4 Day(s),1506,3.53
1700,Dickens Group,78 Minute(s),219744,5 Day(s),400,3.95
1701,"Ward, Gulgowski and Metz",79 Minute(s),113278,5 Day(s),418,4.1
1702,"Langworth, O'Connell and Welch",1151 Minute(s),68718,2 Day(s),1867,4.09
1703,"Tremblay, Parisian and Waelchi",188 Minute(s),137344,5 Day(s),241,4.32
1704,"Sipes, Nolan and Kuphal",359 Minute(s),173783,7 Day(s),1255,3.23
1705,"Heaney, Schuppe and Kuhic",571 Minute(s),204590,4 Day(s),1017,3.71
1706,Gottlieb Inc,111 Minute(s),74991,7 Day(s),525,3.5
1707,Pfannerstill Group,828 Minute(s),121308,2 Day(s),2575,3.1
1708,"Weber, Emmerich and Ebert",450 Minute(s),164967,7 Day(s),1197,4.06
1709,"Metz, Lindgren and Pouros",256 Minute(s),156421,5 Day(s),1178,4.28
1710,Hoppe LLC,182 Minute(s),167036,6 Day(s),1444,4.06
1711,Dooley-Swaniawski,284 Minute(s),184939,7 Day(s),1216,3.6
1712,"Ryan, Kunze and Bayer",294 Minute(s),224982,4 Day(s),1115,4.37
1713,"Dickinson, Wunsch and Murazik",123 Minute(s),235050,7 Day(s),49,4.71
1714,"Mayer, Roberts and Willms",432 Minute(s),158899,5 Day(s),1204,3.27
1715,"Orn, Mosciski and Schumm",1319 Minute(s),61490,5 Day(s),1727,3.21
1716,Ritchie LLC,1304 Minute(s),120847,6 Day(s),1558,3.79
1717,Schoen Group,665 Minute(s),37501,3 Day(s),1962,2.72
1718,Prosacco Group,61 Minute(s),207962,7 Day(s),440,3.28
1719,"Yundt, Cole and Hirthe",1043 Minute(s),111020,5 Day(s),1653,3.84
1720,Spinka-O'Reilly,62 Minute(s),271338,7 Day(s),90,4.99
1721,Feest LLC,592 Minute(s),62278,3 Day(s),1785,3.55
1722,"Ziemann, Padberg and Kuvalis",1376 Minute(s),99588,4 Day(s),2388,3.08
1723,DuBuque and Sons,496 Minute(s),127419,4 Day(s),1235,4.62
1724,Batz LLC,221 Minute(s),178404,7 Day(s),1397,4.14
1725,Gutkowski-Schulist,701 Minute(s),107847,5 Day(s),2485,3.42
1726,Wisozk-McDermott,153 Minute(s),209559,5 Day(s),644,4.6
1727,Runolfsson-Johns,283 Minute(s),185645,6 Day(s),1239,4.22
1728,Mayert and Sons,377 Minute(s),133023,4 Day(s),1034,4.17
1729,Waters Inc,1146 Minute(s),49332,3 Day(s),1792,3.2
1730,"Feest, Howe and Adams",1384 Minute(s),69772,2 Day(s),2085,3.92
1731,Wunsch-Beier,122 Minute(s),249688,3 Day(s),2582,2.64
1732,"Schultz, Armstrong and Collins",642 Minute(s),42695,5 Day(s),2038,2.98
1733,Hintz-Corwin,1091 Minute(s),112206,6 Day(s),1689,3.57
1734,Upton-Reichel,226 Minute(s),120878,4 Day(s),1383,3.31
1735,"Metz, Dooley and Brakus",17 Minute(s),115437,7 Day(s),681,3.74
1736,Tremblay-Batz,153 Minute(s),134787,4 Day(s),241,4.93
1737,Pagac Group,265 Minute(s),199908,5 Day(s),1548,3.93
1738,"Bahringer, Donnelly and Koss",269 Minute(s),140699,6 Day(s),1174,4.03
1739,"McDermott, Kassulke and Gleichner",50 Minute(s),151660,4 Day(s),645,4.89
1740,Erdman-DuBuque,167 Minute(s),206628,7 Day(s),722,4.09
1741,"McGlynn, Prosacco and Schulist",101 Minute(s),254756,7 Day(s),69,4.2
1742,Cummings-Stark,1405 Minute(s),104131,5 Day(s),2874,2.11
1743,Stokes Inc,190 Minute(s),114932,6 Day(s),678,3.72
1744,Hartmann-Hermiston,321 Minute(s),174976,7 Day(s),1279,3.11
1745,"Emard, Blanda and Oberbrunner",153 Minute(s),188682,5 Day(s),1386,4.41
1746,"Kirlin, Koss and Stroman",194 Minute(s),56925,5 Day(s),1133,3.57
1747,Pfeffer Inc,479 Minute(s),218525,6 Day(s),1188,4.45
1748,Rohan and Sons,16 Minute(s),291050,5 Day(s),298,4.94
1749,Hoppe LLC,1272 Minute(s),81591,3 Day(s),1927,4.17
1750,Maggio Group,627 Minute(s),122728,3 Day(s),2548,3.41
1751,Murray-Howe,152 Minute(s),257881,7 Day(s),439,4.62
1752,Mann-Schmitt,138 Minute(s),228931,5 Day(s),95,4.94
1753,Stiedemann-Klein,978 Minute(s),39473,5 Day(s),1672,3.31
1754,Kassulke and Sons,230 Minute(s),140948,6 Day(s),1223,3.7
1755,Jaskolski Inc,162 Minute(s),192301,7 Day(s),1178,3.8
1756,Klocko LLC,163 Minute(s),252464,5 Day(s),146,4.58
1757,"Boyer, Buckridge and Miller",191 Minute(s),166838,4 Day(s),980,4.0
1758,Feil Group,1203 Minute(s),76759,6 Day(s),2114,3.67
1759,Adams-Effertz,32 Minute(s),201762,7 Day(s),458,3.97
1760,Sauer and Sons,575 Minute(s),49897,5 Day(s),1974,3.39
1761,"Buckridge, Cassin and Maggio",1181 Minute(s),87909,4 Day(s),1708,2.89
1762,"Hansen, Pouros and Mante",176 Minute(s),292681,3 Day(s),254,2.24
1763,Ratke LLC,443 Minute(s),214634,7 Day(s),1140,3.12
1764,"Schneider, Johnson and Bartoletti",1339 Minute(s),70632,5 Day(s),2283,3.45
1765,"Hyatt, Krajcik and Becker",272 Minute(s),128898,6 Day(s),389,4.48
1766,Welch-Schroeder,963 Minute(s),75782,4 Day(s),2072,3.85
1767,Heathcote LLC,449 Minute(s),193854,3 Day(s),1444,3.64
1768,Schroeder LLC,227 Minute(s),120366,6 Day(s),368,4.63
1769,Sawayn-Kirlin,392 Minute(s),65033,4 Day(s),474,3.88
1770,"Hansen, Schmidt and Bahringer",1401 Minute(s),47345,5 Day(s),2472,3.95
1771,Rohan and Sons,965 Minute(s),106013,3 Day(s),2749,2.72
1772,Dare LLC,296 Minute(s),74635,4 Day(s),494,3.82
1773,Beier-Emard,186 Minute(s),135270,7 Day(s),656,4.04
1774,Hermiston-Hettinger,1255 Minute(s),76201,3 Day(s),1858,3.07
1775,"Lemke, Rempel and Prohaska",203 Minute(s),182788,4 Day(s),1515,4.04
1776,Ziemann-Buckridge,286 Minute(s),76946,5 Day(s),694,3.2
1777,"Jacobi, Greenfelder and Jacobson",957 Minute(s),103546,3 Day(s),1858,3.86
1778,Daniel-Lynch,476 Minute(s),184915,7 Day(s),1257,4.54
1779,Cartwright and Sons,140 Minute(s),293038,5 Day(s),4,3.66
1780,Bayer-Mertz,1418 Minute(s),101569,4 Day(s),2028,3.77
1781,"Adams, Gulgowski and Predovic",93 Minute(s),278937,7 Day(s),463,4.26
1782,Auer-Lubowitz,705 Minute(s),56146,3 Day(s),1922,2.8
1783,Kuhlman LLC,1428 Minute(s),70912,3 Day(s),1809,3.62
1784,Smitham LLC,195 Minute(s),156887,5 Day(s),1216,3.98
1785,"Leuschke, Huels and Fahey",1340 Minute(s),61835,4 Day(s),1896,2.8
1786,Toy-Schmitt,164 Minute(s),264511,7 Day(s),394,4.52
1787,Kilback-Miller,485 Minute(s),214084,6 Day(s),1100,3.9
1788,Mertz LLC,824 Minute(s),65356,4 Day(s),2164,4.15
1789,Jakubowski LLC,148 Minute(s),162040,4 Day(s),1448,4.05
1790,Dickens-Boyle,137 Minute(s),185615,5 Day(s),700,4.94
1791,Simonis and Sons,175 Minute(s),270735,3 Day(s),2629,2.63
1792,Rippin Inc,600 Minute(s),65806,5 Day(s),2528,4.06
1793,"Marquardt, Osinski and Zieme",344 Minute(s),128692,6 Day(s),1179,4.23
1794,Brakus LLC,592 Minute(s),128962,3 Day(s),1802,4.05
1795,Gulgowski-Boehm,507 Minute(s),186532,6 Day(s),1116,3.53
1796,"Quigley, Kovacek and Dietrich",461 Minute(s),147634,6 Day(s),1078,4.46
1797,Erdman-Hansen,1114 Minute(s),71392,5 Day(s),1681,2.72
1798,Collins LLC,135 Minute(s),197501,4 Day(s),515,4.54
1799,"Smitham, Batz and Roberts",411 Minute(s),195166,6 Day(s),1359,3.62
1800,Larkin Group,1431 Minute(s),60739,5 Day(s),1526,2.87
1801,Koch-Heller,178 Minute(s),261539,5 Day(s),345,4.89
1802,McKenzie-Graham,548 Minute(s),57262,3 Day(s),1873,3.88
1803,"Sanford, Mueller and Batz",189 Minute(s),154519,6 Day(s),1334,4.4
1804,Abernathy-O'Keefe,100 Minute(s),277260,4 Day(s),296,2.97
1805,"O'Hara, Thiel and Kirlin",594 Minute(s),64289,5 Day(s),1673,3.2
1806,O'Conner Group,620 Minute(s),55745,4 Day(s),2004,3.72
1807,Kovacek-Satterfield,438 Minute(s),177421,5 Day(s),1077,3.63
1808,Volkman-Ullrich,1115 Minute(s),113395,3 Day(s),1915,3.69
1809,"Kerluke, Bauch and Johns",1162 Minute(s),127491,5 Day(s),1956,4.34
1810,"Gibson, Stokes and Hudson",490 Minute(s),186693,3 Day(s),1049,3.88
1811,"Gleason, Tillman and Yundt",1366 Minute(s),61522,6 Day(s),1744,3.86
1812,Treutel and Sons,476 Minute(s),179789,3 Day(s),902,4.3
1813,Aufderhar-Olson,70 Minute(s),276354,5 Day(s),65,4.58
1814,"Rohan, Pfeffer and Kreiger",1011 Minute(s),86234,3 Day(s),1897,2.98
1815,"Bartell, Hodkiewicz and Thompson",1321 Minute(s),88209,4 Day(s),1810,3.66
1816,Conn LLC,12 Minute(s),239771,7 Day(s),602,4.49
1817,"Pfannerstill, Powlowski and Doyle",115 Minute(s),256588,3 Day(s),2804,3.05
1818,Kutch-Rutherford,402 Minute(s),165826,6 Day(s),1432,4.42
1819,Auer-Kuphal,915 Minute(s),34843,3 Day(s),1925,3.35
1820,"Conroy, Sauer and Cartwright",46 Minute(s),252294,4 Day(s),203,3.0
1821,"Durgan, Dicki and Pouros",351 Minute(s),168906,4 Day(s),1113,4.42
1822,Flatley-Rolfson,804 Minute(s),41362,4 Day(s),1826,3.34
1823,King-Goldner,160 Minute(s),291551,4 Day(s),230,2.23
1824,"Schuster, VonRueden and Cummings",1161 Minute(s),97566,3 Day(s),2343,2.5
1825,"Marvin, Jacobs and Toy",1196 Minute(s),89166,3 Day(s),2082,3.41
1826,Daugherty-Green,1346 Minute(s),57195,4 Day(s),1578,3.48
1827,Crist-DuBuque,447 Minute(s),99878,7 Day(s),975,3.31
1828,Schiller Group,696 Minute(s),69230,5 Day(s),2026,4.22
1829,"Kozey, West and Jaskolski",1259 Minute(s),88263,5 Day(s),2284,2.87
1830,"Zulauf, Schuppe and Renner",18 Minute(s),247506,6 Day(s),150,4.44
1831,Waelchi LLC,383 Minute(s),203457,6 Day(s),716,4.47
1832,Bogisich Inc,1116 Minute(s),68094,4 Day(s),1639,3.04
1833,Cassin-Kemmer,889 Minute(s),66549,3 Day(s),2008,3.11
1834,Runolfsdottir-Harvey,7 Minute(s),109754,6 Day(s),218,4.71
1835,Graham and Sons,1214 Minute(s),84158,4 Day(s),1758,2.95
1836,Dickinson Group,545 Minute(s),176574,3 Day(s),967,3.86
1837,Roberts-Farrell,1317 Minute(s),64112,5 Day(s),2244,4.09
1838,Nikolaus-Stokes,426 Minute(s),148895,4 Day(s),995,4.04
1839,"Konopelski, Douglas and Harvey",135 Minute(s),74081,6 Day(s),358,3.52
1840,Johnston LLC,156 Minute(s),84044,5 Day(s),17,4.82
1841,O'Keefe-Ondricka,220 Minute(s),179895,5 Day(s),1281,3.53
1842,Kutch and Sons,206 Minute(s),139700,4 Day(s),1029,4.24
1843,"Abernathy, Kohler and Considine",175 Minute(s),293776,7 Day(s),496,3.57
1844,Walter-Hand,357 Minute(s),143752,6 Day(s),1486,4.13
1845,Larson-Douglas,1351 Minute(s),53712,4 Day(s),2079,3.37
1846,Rohan-Strosin,348 Minute(s),185295,7 Day(s),1170,3.17
1847,Hamill-Steuber,120 Minute(s),107867,7 Day(s),51,4.14
1848,Cole Inc,195 Minute(s),273224,3 Day(s),2781,2.83
1849,"Heller, Okuneva and Adams",354 Minute(s),161133,3 Day(s),975,3.97
1850,Schultz-Smitham,244 Minute(s),168396,7 Day(s),1161,4.23
1851,Hermiston-Ziemann,1395 Minute(s),59157,5 Day(s),2478,3.13
1852,Lockman Inc,158 Minute(s),144693,4 Day(s),1435,4.24
1853,Waelchi and Sons,14 Minute(s),138314,6 Day(s),198,3.27
1854,Jacobson and Sons,780 Minute(s),94562,4 Day(s),2681,2.86
1855,"Jast, Kuphal and Donnelly",107 Minute(s),123228,5 Day(s),373,4.78
1856,"Rice, Rowe and Wisozk",152 Minute(s),299796,7 Day(s),405,4.82
1857,"Tromp, Stokes and Willms",108 Minute(s),179129,4 Day(s),297,4.7
1858,Ullrich-McCullough,995 Minute(s),80784,4 Day(s),2680,3.46
1859,Padberg-Veum,271 Minute(s),222628,5 Day(s),1349,4.87
1860,Mitchell LLC,330 Minute(s),85111,4 Day(s),334,4.63
1861,Muller and Sons,1370 Minute(s),89979,3 Day(s),2460,2.6
1862,Heathcote Group,54 Minute(s),115674,5 Day(s),692,4.84
1863,"Kovacek, Konopelski and Keebler",1003 Minute(s),52728,2 Day(s),2373,2.84
1864,Crooks Group,250 Minute(s),170106,6 Day(s),1222,3.81
1865,"Rosenbaum, Ziemann and Barrows",131 Minute(s),142055,3 Day(s),1110,3.52
1866,Lemke Inc,105 Minute(s),228253,7 Day(s),478,4.53
1867,Schowalter and Sons,355 Minute(s),179940,6 Day(s),1305,3.44
1868,"Robel, Hartmann and Kuphal",1205 Minute(s),78450,4 Day(s),1684,3.17
1869,Jakubowski Inc,312 Minute(s),189845,7 Day(s),1307,3.87
1870,Stehr Group,135 Minute(s),172404,6 Day(s),1030,4.09
1871,Grady-Abshire,1121 Minute(s),60227,3 Day(s),2226,4.14
1872,"Hoppe, Nolan and Bernier",1318 Minute(s),84288,2 Day(s),2850,2.95
1873,Boehm-Nolan,915 Minute(s),32556,3 Day(s),1640,3.23
1874,"Sanford, Keeling and Brown",72 Minute(s),120166,5 Day(s),781,4.26
1875,Renner and Sons,165 Minute(s),262207,3 Day(s),2650,2.36
1876,Kris-Kris,118 Minute(s),99706,6 Day(s),691,4.43
1877,Haag LLC,693 Minute(s),88722,4 Day(s),1760,3.33
1878,Raynor-Wehner,31 Minute(s),260797,6 Day(s),653,4.93
1879,Schroeder-Rau,353 Minute(s),177166,4 Day(s),1199,3.52
1880,Boyle-Strosin,87 Minute(s),96593,6 Day(s),669,4.45
1881,Lubowitz-Corwin,318 Minute(s),200510,6 Day(s),2,3.91
1882,Kuvalis-Ondricka,209 Minute(s),213220,6 Day(s),1045,3.6
1883,Huels-Muller,238 Minute(s),202517,6 Day(s),1062,4.89
1884,Schowalter Inc,213 Minute(s),198969,5 Day(s),1309,4.5
1885,Wintheiser-Mills,363 Minute(s),166428,4 Day(s),1242,3.86
1886,Stiedemann and Sons,1100 Minute(s),70038,5 Day(s),1728,2.9
1887,Dibbert-Hettinger,124 Minute(s),197520,6 Day(s),161,3.74
1888,"Oberbrunner, Crist and Dickinson",42 Minute(s),197253,4 Day(s),17,4.51
1889,"Upton, Abernathy and Hayes",413 Minute(s),191765,5 Day(s),1212,3.87
1890,"Runolfsson, Leffler and Bruen",179 Minute(s),261805,6 Day(s),375,4.15
1891,Smith-Keeling,8 Minute(s),134112,4 Day(s),35,4.12
1892,Pollich and Sons,704 Minute(s),90468,4 Day(s),2971,2.75
1893,Harvey-Schuster,353 Minute(s),217522,4 Day(s),1102,4.15
1894,Fisher Group,67 Minute(s),84242,5 Day(s),502,3.56
1895,Okuneva Inc,1373 Minute(s),120663,6 Day(s),2191,4.42
1896,Douglas LLC,649 Minute(s),76422,5 Day(s),2527,3.02
1897,Jast-Funk,732 Minute(s),47468,3 Day(s),1530,3.15
1898,Metz Group,268 Minute(s),190678,4 Day(s),1160,3.26
1899,Hoppe Group,158 Minute(s),216797,4 Day(s),401,4.67
1900,"McDermott, Abernathy and Schoen",162 Minute(s),260717,4 Day(s),2263,3.1
1901,"Hane, Abshire and MacGyver",177 Minute(s),141875,4 Day(s),210,4.38
1902,O'Kon-Haag,648 Minute(s),76271,3 Day(s),2394,3.59
1903,Deckow-Wunsch,232 Minute(s),168146,6 Day(s),1331,3.99
1904,Romaguera-Von,1100 Minute(s),86045,4 Day(s),1769,3.84
1905,O'Keefe Group,252 Minute(s),196045,7 Day(s),1174,3.2
1906,Grady Inc,1381 Minute(s),115827,3 Day(s),2840,2.31
1907,"Schamberger, Ernser and Littel",241 Minute(s),110140,4 Day(s),1351,3.96
1908,Boyer-Little,194 Minute(s),98537,7 Day(s),241,4.5
1909,"Kiehn, Metz and Ratke",111 Minute(s),259620,5 Day(s),442,4.97
1910,"Purdy, Legros and Rosenbaum",990 Minute(s),90636,3 Day(s),2271,2.65
1911,"Hermann, Davis and Okuneva",1285 Minute(s),97093,5 Day(s),1583,4.27
1912,Terry Group,754 Minute(s),43740,3 Day(s),2189,3.62
1913,"Kihn, Kertzmann and Emmerich",277 Minute(s),205285,3 Day(s),1408,4.48
1914,"Torphy, Wolff and Harris",214 Minute(s),214618,5 Day(s),1375,4.57
1915,Harris Inc,92 Minute(s),82684,5 Day(s),701,4.55
1916,Cummerata and Sons,1309 Minute(s),66868,5 Day(s),1675,3.37
1917,Buckridge Group,230 Minute(s),203496,4 Day(s),1027,4.54
1918,Corkery LLC,1209 Minute(s),108157,3 Day(s),2817,3.4
1919,"Strosin, Bashirian and Muller",71 Minute(s),222204,7 Day(s),383,3.72
1920,Legros and Sons,116 Minute(s),99108,7 Day(s),465,4.9
1921,"Kris, Erdman and Kuhn",513 Minute(s),130035,4 Day(s),1222,4.0
1922,Lueilwitz Group,13 Minute(s),105516,7 Day(s),590,3.6
1923,"Bosco, Green and O'Reilly",211 Minute(s),199203,6 Day(s),1158,3.86
1924,"Franecki, Turner and Jenkins",199 Minute(s),202376,7 Day(s),798,4.7
1925,Okuneva-Goldner,675 Minute(s),82347,5 Day(s),2053,3.0
1926,Cremin Group,311 Minute(s),196266,5 Day(s),1272,3.88
1927,Rath-Heidenreich,110 Minute(s),216128,5 Day(s),245,3.43
1928,Stokes LLC,422 Minute(s),148703,6 Day(s),1337,3.82
1929,Ullrich-Paucek,221 Minute(s),213622,7 Day(s),1179,4.48
1930,"Reilly, Steuber and Towne",825 Minute(s),128336,4 Day(s),2298,2.5
1931,Douglas and Sons,226 Minute(s),82960,5 Day(s),4,3.52
1932,Mraz-Moen,15 Minute(s),286777,3 Day(s),331,2.59
1933,Rau-Harris,663 Minute(s),43489,5 Day(s),2215,2.86
1934,Collins-Beier,468 Minute(s),194109,4 Day(s),1023,3.75
1935,"Hoppe, Russel and Aufderhar",1151 Minute(s),77734,6 Day(s),1720,3.33
1936,Ankunding-Kutch,202 Minute(s),77421,6 Day(s),257,4.26
1937,Gusikowski-Dickinson,110 Minute(s),104996,5 Day(s),59,3.74
1938,"Halvorson, Fadel and Considine",1101 Minute(s),122597,5 Day(s),2479,3.32
1939,Witting-Runolfsson,542 Minute(s),40039,4 Day(s),2300,3.84
1940,"Stoltenberg, Little and Beer",161 Minute(s),169410,5 Day(s),1355,3.71
1941,"Bergstrom, Leuschke and Boyer",87 Minute(s),209404,5 Day(s),597,4.65
1942,"Feil, Shields and Haley",94 Minute(s),279352,4 Day(s),62,2.8
1943,Rodriguez-Nikolaus,726 Minute(s),81638,3 Day(s),1906,3.24
1944,Larkin-Harris,111 Minute(s),104306,5 Day(s),314,4.1
1945,Anderson LLC,240 Minute(s),224068,6 Day(s),1420,4.69
1946,Hegmann-Hettinger,48 Minute(s),71304,7 Day(s),469,4.75
1947,Lind LLC,144 Minute(s),264745,7 Day(s),566,3.74
1948,Zboncak Group,438 Minute(s),181617,7 Day(s),1365,3.22
1949,"Kuhic, Ratke and Shanahan",1089 Minute(s),81651,2 Day(s),2301,3.42
1950,"Brown, Jones and Lindgren",88 Minute(s),100264,7 Day(s),486,3.48
1951,Bayer-Wuckert,186 Minute(s),50922,7 Day(s),1145,4.57
1952,"Doyle, Ondricka and Kunze",1426 Minute(s),94674,3 Day(s),2191,3.73
1953,"Cummerata, Rippin and Ryan",469 Minute(s),66495,5 Day(s),1112,3.51
1954,Zulauf Inc,543 Minute(s),194916,6 Day(s),1115,3.59
1955,Wilkinson-Streich,153 Minute(s),215785,5 Day(s),1385,4.38
1956,Goodwin-Lubowitz,148 Minute(s),126191,6 Day(s),324,4.53
1957,Kilback-Beahan,1206 Minute(s),63677,5 Day(s),1694,4.06
1958,Mohr-Ritchie,280 Minute(s),215945,7 Day(s),1289,3.41
1959,"Wintheiser, Haag and Cummings",122 Minute(s),203643,3 Day(s),1122,4.39
1960,Gutkowski-Bode,119 Minute(s),205788,5 Day(s),190,4.25
1961,Johns-Smitham,28 Minute(s),106477,7 Day(s),255,3.23
1962,"Pagac, Lakin and Labadie",567 Minute(s),32834,4 Day(s),2097,3.16
1963,"Davis, Luettgen and Cole",620 Minute(s),90892,3 Day(s),1531,3.08
1964,Ratke-Collins,97 Minute(s),197147,4 Day(s),1298,3.59
1965,Kerluke-Prosacco,77 Minute(s),75476,7 Day(s),546,4.19
1966,"McClure, Herzog and Grant",110 Minute(s),223009,6 Day(s),57,3.23
1967,Breitenberg Group,1061 Minute(s),84451,5 Day(s),2004,2.93
